"family","GO_accession","GO_name","GO_domain"
"ENSG00000288516","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000288210","GO:0006325","chromatin organization","biological_process"
"ENSG00000288210","GO:0030154","cell differentiation","biological_process"
"ENSG00000288210","GO:0007283","spermatogenesis","biological_process"
"ENSG00000288324","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000288324","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000288488","GO:0006325","chromatin organization","biological_process"
"ENSG00000288488","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000280584","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000281022","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000280858","GO:0006412","translation","biological_process"
"ENSG00000280858","GO:0006396","RNA processing","biological_process"
"ENSG00000280889","GO:0006396","RNA processing","biological_process"
"ENSG00000281243","GO:0006396","RNA processing","biological_process"
"ENSG00000281907","GO:0006396","RNA processing","biological_process"
"ENSG00000281541","GO:0006396","RNA processing","biological_process"
"ENSG00000281766","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000281766","GO:0006915","apoptotic process","biological_process"
"ENSG00000281766","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000281766","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000281766","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000280627","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000281024","GO:0008150","biological_process","biological_process"
"ENSG00000280951","GO:0015031","protein transport","biological_process"
"ENSG00000027001","GO:0006508","proteolysis","biological_process"
"ENSG00000281245","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000280706","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000280706","GO:0006281","DNA repair","biological_process"
"ENSG00000288204","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000288204","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000288204","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000102753","GO:0015031","protein transport","biological_process"
"ENSG00000102547","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000120675","GO:0015031","protein transport","biological_process"
"ENSG00000120675","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000132975","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000132970","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000291368","GO:0006508","proteolysis","biological_process"
"ENSG00000281244","GO:0006508","proteolysis","biological_process"
"ENSG00000280479","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000280479","GO:0008150","biological_process","biological_process"
"ENSG00000133110","GO:0007155","cell adhesion","biological_process"
"ENSG00000281165","GO:0055085","transmembrane transport","biological_process"
"ENSG00000102531","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000023516","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000288269","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000288269","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000288269","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000154646","GO:0006508","proteolysis","biological_process"
"ENSG00000083535","GO:0060271","cilium assembly","biological_process"
"ENSG00000136122","GO:0051301","cell division","biological_process"
"ENSG00000154639","GO:0007155","cell adhesion","biological_process"
"ENSG00000154639","GO:0007507","heart development","biological_process"
"ENSG00000154639","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000154639","GO:0051607","defense response to virus","biological_process"
"ENSG00000277282","GO:0002250","adaptive immune response","biological_process"
"ENSG00000150361","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000291465","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000291470","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000291468","GO:0006396","RNA processing","biological_process"
"ENSG00000291474","GO:0008150","biological_process","biological_process"
"ENSG00000142207","GO:0008150","biological_process","biological_process"
"ENSG00000154721","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000156282","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000156282","GO:0007155","cell adhesion","biological_process"
"ENSG00000158270","GO:0045087","innate immune response","biological_process"
"ENSG00000158270","GO:0042742","defense response to bacterium","biological_process"
"ENSG00000158270","GO:0006955","immune response","biological_process"
"ENSG00000150893","GO:0007155","cell adhesion","biological_process"
"ENSG00000150893","GO:0007507","heart development","biological_process"
"ENSG00000136111","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000141401","GO:0007165","signal transduction","biological_process"
"ENSG00000136158","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000136158","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000136158","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000136158","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000136158","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000136158","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000168461","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000120686","GO:0007420","brain development","biological_process"
"ENSG00000120686","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000102554","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000102554","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000102554","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000102554","GO:0001525","angiogenesis","biological_process"
"ENSG00000102554","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000102554","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000281894","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000281894","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000176105","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000154654","GO:0007155","cell adhesion","biological_process"
"ENSG00000176105","GO:0030154","cell differentiation","biological_process"
"ENSG00000176105","GO:0045087","innate immune response","biological_process"
"ENSG00000176105","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000283781","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000280661","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000156284","GO:0007155","cell adhesion","biological_process"
"ENSG00000134882","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000281709","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000281709","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000281709","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000142149","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000142149","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000142149","GO:0007165","signal transduction","biological_process"
"ENSG00000178127","GO:0007399","nervous system development","biological_process"
"ENSG00000178127","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000284009","GO:0006869","lipid transport","biological_process"
"ENSG00000284009","GO:0006915","apoptotic process","biological_process"
"ENSG00000284009","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000154642","GO:0007399","nervous system development","biological_process"
"ENSG00000154642","GO:0030154","cell differentiation","biological_process"
"ENSG00000281306","GO:0007283","spermatogenesis","biological_process"
"ENSG00000281306","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000281306","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000133119","GO:0006281","DNA repair","biological_process"
"ENSG00000152192","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000152192","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000152192","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000152192","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000152192","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000152192","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
